soc_code,soc_title,sub_code,skill_level,sub_title,robots_1980_2000,robots_2000_2020,AI_1980_2000,AI_2000_2020,robots_all,ai_all
5431,BUTCHERS,54,Level 2,"Textiles, printing and other skilled trades",12993,46784,1214,25303,59777,26517
5432,BAKERS AND FLOUR CONFECTIONERS,54,Level 2,"Textiles, printing and other skilled trades",16879,38259,627,7787,55138,8414
5433,FISHMONGERS AND POULTRY DRESSERS,54,Level 2,"Textiles, printing and other skilled trades",17866,78257,1167,23817,96123,24984
5434,CHEFS,54,Level 2,"Textiles, printing and other skilled trades",34068,114939,2014,26308,149007,28322
5435,COOKS,54,Level 2,"Textiles, printing and other skilled trades",16754,55087,1079,17253,71841,18332
5436,CATERING AND BAR MANAGERS,54,Level 2,"Textiles, printing and other skilled trades",12146,39418,740,11145,51564,11885
5441,"GLASS AND CERAMICS MAKERS, DECORATORS AND FINISHERS",54,Level 2,"Textiles, printing and other skilled trades",60323,231868,3059,77866,292191,80925
5442,FURNITURE MAKERS AND OTHER CRAFT WOODWORKERS,54,Level 2,"Textiles, printing and other skilled trades",41873,138502,1732,29312,180375,31044
5443,FLORISTS,54,Level 2,"Textiles, printing and other skilled trades",5121,16499,362,7991,21620,8353
5449,OTHER SKILLED TRADES N.E.C.,54,Level 2,"Textiles, printing and other skilled trades",33044,121472,1951,46922,154516,48873
6121,NURSERY NURSES AND ASSISTANTS,61,Level 2,Caring personal service occupations,1442,3566,90,667,5008,757
6122,CHILDMINDERS AND RELATED OCCUPATIONS,61,Level 2,Caring personal service occupations,4441,7606,299,1463,12047,1762
6123,PLAYWORKER,61,Level 2,Caring personal service occupations,10612,36403,541,7526,47015,8067
6125,TEACHING ASSISTANTS,61,Level 2,Caring personal service occupations,10341,27761,1161,9636,38102,10797
6126,EDUCATIONAL SUPPORT ASSISTANTS,61,Level 2,Caring personal service occupations,19573,42588,2294,16366,62161,18660
6131,VETERINARY NURSES,61,Level 2,Caring personal service occupations,21073,116027,1474,37349,137100,38823
6132,PEST CONTROL OFFICERS,61,Level 2,Caring personal service occupations,14495,63448,484,12139,77943,12623
6139,ANIMAL CARE SERVICES OCCUPATIONS N.E.C.,61,Level 2,Caring personal service occupations,9469,37223,546,12073,46692,12619
6141,NURSING AUXILIARIES AND ASSISTANTS,61,Level 2,Caring personal service occupations,8107,28237,502,6146,36344,6648
6142,AMBULANCE STAFF (EXCLUDING PARAMEDICS),61,Level 2,Caring personal service occupations,14797,48307,684,7356,63104,8040
6143,DENTAL NURSES,61,Level 2,Caring personal service occupations,47395,175902,2522,38161,223297,40683
6144,HOUSEPARENTS AND RESIDENTIAL WARDENS,61,Level 2,Caring personal service occupations,10249,54559,1603,27730,64808,29333
6145,CARE WORKERS AND HOME CARERS,61,Level 2,Caring personal service occupations,21350,90997,1462,22973,112347,24435
6146,SENIOR CARE WORKERS,61,Level 2,Caring personal service occupations,15643,54794,895,11874,70437,12769
6147,CARE ESCORTS,61,Level 2,Caring personal service occupations,7522,22316,471,4738,29838,5209
6148,"UNDERTAKERS, MORTUARY AND CREMATORIUM ASSISTANTS",61,Level 2,Caring personal service occupations,11791,30051,648,11927,41842,12575
6211,SPORTS AND LEISURE ASSISTANTS,62,Level 2,"Leisure, travel and related personal service occupations",26071,104575,1088,26208,130646,27296
6212,TRAVEL AGENTS,62,Level 2,"Leisure, travel and related personal service occupations",956,5176,76,1451,6132,1527
6214,AIR TRAVEL ASSISTANTS,62,Level 2,"Leisure, travel and related personal service occupations",18330,60522,501,9851,78852,10352
6215,RAIL TRAVEL ASSISTANTS,62,Level 2,"Leisure, travel and related personal service occupations",60114,206459,2399,32458,266573,34857
6219,LEISURE AND TRAVEL SERVICE OCCUPATIONS N.E.C.,62,Level 2,"Leisure, travel and related personal service occupations",22512,68817,724,12965,91329,13689
6221,HAIRDRESSERS AND BARBERS,62,Level 2,"Leisure, travel and related personal service occupations",5859,17639,1018,13419,23498,14437
6222,BEAUTICIANS AND RELATED OCCUPATIONS,62,Level 2,"Leisure, travel and related personal service occupations",6878,29514,1227,30706,36392,31933
6231,HOUSEKEEPERS AND RELATED OCCUPATIONS,62,Level 2,"Leisure, travel and related personal service occupations",34263,118789,1503,20292,153052,21795
6232,CARETAKERS,62,Level 2,"Leisure, travel and related personal service occupations",26138,90722,698,7601,116860,8299
6240,CLEANING AND HOUSEKEEPING MANAGERS AND SUPERVISORS,62,Level 2,"Leisure, travel and related personal service occupations",29150,102412,868,10522,131562,11390
7111,SALES AND RETAIL ASSISTANTS,71,Level 2,Sales occupations,16201,66475,879,19342,82676,20221
7112,RETAIL CASHIERS AND CHECK-OUT OPERATORS,71,Level 2,Sales occupations,63615,207043,2816,53194,270658,56010
7113,TELEPHONE SALESPERSONS,71,Level 2,Sales occupations,22816,85959,2108,37329,108775,39437
7114,PHARMACY AND OTHER DISPENSING ASSISTANTS,71,Level 2,Sales occupations,17595,48578,803,12915,66173,13718
7115,VEHICLE AND PARTS SALESPERSONS AND ADVISERS,71,Level 2,Sales occupations,14160,70198,413,11588,84358,12001
7121,COLLECTOR SALESPERSONS AND CREDIT AGENTS,71,Level 2,Sales occupations,12905,40265,1030,17005,53170,18035
7122,"DEBT, RENT AND OTHER CASH COLLECTORS",71,Level 2,Sales occupations,32768,112301,1532,25694,145069,27226
7123,ROUNDSPERSONS AND VAN SALESPERSONS,71,Level 2,Sales occupations,20615,82079,343,12941,102694,13284
7124,MARKET AND STREET TRADERS AND ASSISTANTS,71,Level 2,Sales occupations,10703,42524,217,8421,53227,8638
7125,MERCHANDISERS AND WINDOW DRESSERS,71,Level 2,Sales occupations,48884,176607,2281,49142,225491,51423
7129,SALES RELATED OCCUPATIONS N.E.C.,71,Level 2,Sales occupations,15273,56662,1246,32351,71935,33597
7130,SALES SUPERVISORS,71,Level 2,Sales occupations,27401,91819,1893,22166,119220,24059
7211,CALL AND CONTACT CENTRE OCCUPATIONS,72,Level 2,Customer service occupations,5674,16056,1016,13355,21730,14371
7213,TELEPHONISTS,72,Level 2,Customer service occupations,25883,65215,2417,19860,91098,22277
7214,COMMUNICATION OPERATORS,72,Level 2,Customer service occupations,81283,332532,5523,92527,413815,98050
7215,MARKET RESEARCH INTERVIEWERS,72,Level 2,Customer service occupations,16688,95806,2000,83625,112494,85625
7219,CUSTOMER SERVICE OCCUPATIONS N.E.C.,72,Level 2,Customer service occupations,3433,10823,443,7940,14256,8383
7220,CUSTOMER SERVICE MANAGERS AND SUPERVISORS,72,Level 2,Customer service occupations,28331,112162,1980,36868,140493,38848
8111,"FOOD, DRINK AND TOBACCO PROCESS OPERATIVES",81,Level 2,"Process, plant and machine operatives",52838,196141,2140,61685,248979,63825
8112,GLASS AND CERAMICS PROCESS OPERATIVES,81,Level 2,"Process, plant and machine operatives",83003,237657,2583,24278,320660,26861
8113,TEXTILE PROCESS OPERATIVES,81,Level 2,"Process, plant and machine operatives",128491,444373,6319,112875,572864,119194
8114,CHEMICAL AND RELATED PROCESS OPERATIVES,81,Level 2,"Process, plant and machine operatives",75906,263910,3837,65496,339816,69333
8115,RUBBER PROCESS OPERATIVES,81,Level 2,"Process, plant and machine operatives",111149,403197,3344,53268,514346,56612
8116,PLASTICS PROCESS OPERATIVES,81,Level 2,"Process, plant and machine operatives",88296,382986,3518,75637,471282,79155
8117,METAL MAKING AND TREATING PROCESS OPERATIVES,81,Level 2,"Process, plant and machine operatives",127333,428996,3639,67722,556329,71361
8118,ELECTROPLATERS,81,Level 2,"Process, plant and machine operatives",89616,338995,3201,71338,428611,74539
8119,PROCESS OPERATIVES N.E.C.,81,Level 2,"Process, plant and machine operatives",21399,65112,1115,13943,86511,15058
8121,PAPER AND WOOD MACHINE OPERATIVES,81,Level 2,"Process, plant and machine operatives",46449,159968,951,15087,206417,16038
8122,COAL MINE OPERATIVES,81,Level 2,"Process, plant and machine operatives",112128,473161,3176,81120,585289,84296
8123,QUARRY WORKERS AND RELATED OPERATIVES,81,Level 2,"Process, plant and machine operatives",37611,139799,966,11749,177410,12715
8124,ENERGY PLANT OPERATIVES,81,Level 2,"Process, plant and machine operatives",87463,260241,3701,28830,347704,32531
8125,METAL WORKING MACHINE OPERATIVES,81,Level 2,"Process, plant and machine operatives",108692,430968,2959,60902,539660,63861
8126,WATER AND SEWERAGE PLANT OPERATIVES,81,Level 2,"Process, plant and machine operatives",56536,175250,2778,29893,231786,32671
8127,PRINTING MACHINE ASSISTANTS,81,Level 2,"Process, plant and machine operatives",116552,387174,4149,68251,503726,72400
8129,PLANT AND MACHINE OPERATIVES N.E.C.,81,Level 2,"Process, plant and machine operatives",64580,187583,1007,16396,252163,17403
8131,ASSEMBLERS (ELECTRICAL AND ELECTRONIC PRODUCTS),81,Level 2,"Process, plant and machine operatives",110822,455388,6025,100046,566210,106071
8132,ASSEMBLERS (VEHICLES AND METAL GOODS),81,Level 2,"Process, plant and machine operatives",101577,404054,4227,73428,505631,77655
8133,ROUTINE INSPECTORS AND TESTERS,81,Level 2,"Process, plant and machine operatives",110283,431845,5207,99706,542128,104913
8134,"WEIGHERS, GRADERS AND SORTERS",81,Level 2,"Process, plant and machine operatives",73388,266070,3104,87506,339458,90610
8135,"TYRE, EXHAUST AND WINDSCREEN FITTERS",81,Level 2,"Process, plant and machine operatives",80096,279360,2569,48092,359456,50661
8137,SEWING MACHINISTS,81,Level 2,"Process, plant and machine operatives",82457,347940,5057,136746,430397,141803
8139,ASSEMBLERS AND ROUTINE OPERATIVES N.E.C.,81,Level 2,"Process, plant and machine operatives",78265,280480,3654,72017,358745,75671
8141,"SCAFFOLDERS, STAGERS AND RIGGERS",81,Level 2,"Process, plant and machine operatives",37602,146939,1280,16481,184541,17761
8142,ROAD CONSTRUCTION OPERATIVES,81,Level 2,"Process, plant and machine operatives",30336,91927,815,12859,122263,13674
8143,RAIL CONSTRUCTION AND MAINTENANCE OPERATIVES,81,Level 2,"Process, plant and machine operatives",52935,134360,1667,17876,187295,19543
8149,CONSTRUCTION OPERATIVES N.E.C.,81,Level 2,"Process, plant and machine operatives",99375,389102,3988,86586,488477,90574
8211,LARGE GOODS VEHICLE DRIVERS,82,Level 1,Transport and mobile machine drivers and operatives,41573,131590,824,12105,173163,12929
8212,VAN DRIVERS,82,Level 1,Transport and mobile machine drivers and operatives,45318,142247,912,14212,187565,15124
8213,BUS AND COACH DRIVERS,82,Level 1,Transport and mobile machine drivers and operatives,59245,214355,1525,36286,273600,37811
8214,TAXI AND CAB DRIVERS AND CHAUFFEURS,82,Level 1,Transport and mobile machine drivers and operatives,38598,142828,943,17090,181426,18033
8215,DRIVING INSTRUCTORS,82,Level 1,Transport and mobile machine drivers and operatives,34167,71432,2238,19006,105599,21244
8221,CRANE DRIVERS,82,Level 1,Transport and mobile machine drivers and operatives,107482,410734,3294,36402,518216,39696
8222,FORK-LIFT TRUCK DRIVERS,82,Level 1,Transport and mobile machine drivers and operatives,44551,167072,790,8482,211623,9272
8223,AGRICULTURAL MACHINERY DRIVERS,82,Level 1,Transport and mobile machine drivers and operatives,76637,328353,3494,59243,404990,62737
8229,MOBILE MACHINE DRIVERS AND OPERATIVES N.E.C.,82,Level 1,Transport and mobile machine drivers and operatives,83997,332380,1843,34048,416377,35891
8231,TRAIN AND TRAM DRIVERS,82,Level 1,Transport and mobile machine drivers and operatives,67446,199560,2872,32977,267006,35849
8232,MARINE AND WATERWAYS TRANSPORT OPERATIVES,82,Level 1,Transport and mobile machine drivers and operatives,23404,54859,456,4069,78263,4525
8233,AIR TRANSPORT OPERATIVES,82,Level 1,Transport and mobile machine drivers and operatives,40781,172714,775,14430,213495,15205
8234,RAIL TRANSPORT OPERATIVES,82,Level 1,Transport and mobile machine drivers and operatives,70010,205506,2984,29842,275516,32826
8239,OTHER DRIVERS AND TRANSPORT OPERATIVES N.E.C.,82,Level 1,Transport and mobile machine drivers and operatives,81244,264302,2685,47298,345546,49983
9111,FARM WORKERS,91,Level 1,Elementary trades and related occupations,18754,62149,1000,14229,80903,15229
9112,FORESTRY WORKERS,91,Level 1,Elementary trades and related occupations,7467,21654,484,5080,29121,5564
9119,FISHING AND OTHER ELEMENTARY AGRICULTURE OCCUPATIONS N.E.C.,91,Level 1,Elementary trades and related occupations,3193,9607,379,4819,12800,5198
9120,ELEMENTARY CONSTRUCTION OCCUPATIONS,91,Level 1,Elementary trades and related occupations,36282,133452,1605,22644,169734,24249
9132,INDUSTRIAL CLEANING PROCESS OCCUPATIONS,91,Level 1,Elementary trades and related occupations,73181,269374,3328,58751,342555,62079
9134,"PACKERS, BOTTLERS, CANNERS AND FILLERS",91,Level 1,Elementary trades and related occupations,69829,254401,2112,47187,324230,49299
9139,ELEMENTARY PROCESS PLANT OCCUPATIONS N.E.C.,91,Level 1,Elementary trades and related occupations,63052,196892,1641,18721,259944,20362
9211,"POSTAL WORKERS, MAIL SORTERS, MESSENGERS AND COURIERS",92,Level 1,Elementary administration and service occupations,14607,38036,774,12574,52643,13348
9219,ELEMENTARY ADMINISTRATION OCCUPATIONS N.E.C.,92,Level 1,Elementary administration and service occupations,23265,57439,1473,22734,80704,24207
9231,WINDOW CLEANERS,92,Level 1,Elementary administration and service occupations,56862,267766,2867,56354,324628,59221
9232,STREET CLEANERS,92,Level 1,Elementary administration and service occupations,19124,97482,315,6463,116606,6778
9233,CLEANERS AND DOMESTICS,92,Level 1,Elementary administration and service occupations,9289,43668,292,2881,52957,3173
9234,"LAUNDERERS, DRY CLEANERS AND PRESSERS",92,Level 1,Elementary administration and service occupations,93695,357920,4009,91520,451615,95529
9235,REFUSE AND SALVAGE OCCUPATIONS,92,Level 1,Elementary administration and service occupations,41750,189641,1797,43428,231391,45225
9236,VEHICLE VALETERS AND CLEANERS,92,Level 1,Elementary administration and service occupations,33525,131760,837,20575,165285,21412
9239,ELEMENTARY CLEANING OCCUPATIONS N.E.C.,92,Level 1,Elementary administration and service occupations,21014,72964,526,10041,93978,10567
9241,SECURITY GUARDS AND RELATED OCCUPATIONS,92,Level 1,Elementary administration and service occupations,21805,77566,699,16568,99371,17267
9242,PARKING AND CIVIL ENFORCEMENT OCCUPATIONS,92,Level 1,Elementary administration and service occupations,34676,129902,1679,29716,164578,31395
9244,SCHOOL MIDDAY AND CROSSING PATROL OCCUPATIONS,92,Level 1,Elementary administration and service occupations,15991,41354,690,8572,57345,9262
9249,ELEMENTARY SECURITY OCCUPATIONS N.E.C.,92,Level 1,Elementary administration and service occupations,57189,231176,1275,33350,288365,34625
9251,SHELF FILLERS,92,Level 1,Elementary administration and service occupations,50221,171468,2112,41814,221689,43926
9259,ELEMENTARY SALES OCCUPATIONS N.E.C.,92,Level 1,Elementary administration and service occupations,18024,66711,163,7739,84735,7902
9260,ELEMENTARY STORAGE OCCUPATIONS,92,Level 1,Elementary administration and service occupations,56636,229621,764,13610,286257,14374
9271,HOSPITAL PORTERS,92,Level 1,Elementary administration and service occupations,26537,115074,615,7711,141611,8326
9272,KITCHEN AND CATERING ASSISTANTS,92,Level 1,Elementary administration and service occupations,28228,107410,856,14140,135638,14996
9273,WAITERS AND WAITRESSES,92,Level 1,Elementary administration and service occupations,7925,35233,210,5362,43158,5572
9274,BAR STAFF,92,Level 1,Elementary administration and service occupations,1917,6785,36,511,8702,547
9275,LEISURE AND THEME PARK ATTENDANTS,92,Level 1,Elementary administration and service occupations,8743,15474,172,1506,24217,1678
9279,OTHER ELEMENTARY SERVICES OCCUPATIONS N.E.C.,92,Level 1,Elementary administration and service occupations,7572,16823,186,2312,24395,2498
